OID_,Join_Count,TARGET_FID,Year,Quarter,EIN,Address,City,State,Zip,County,naics,GEOID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,NAME,NAMELSAD,INTPTLAT,INTPTLON
355,1,355,2017.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
356,1,356,2017.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
357,1,357,2017.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
358,1,358,2017.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
359,1,359,2017.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
360,1,360,2017.000000000000000,3.000000000000000,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61.000000000000000,551114.000000000000000,3906176028,39,061,76028,01086232,Symmes,Symmes township,+39.2587690,-084.3036450
361,1,361,2017.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
362,1,362,2017.000000000000000,3.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
363,1,363,2017.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
364,1,364,2017.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
365,1,365,2017.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
366,1,366,2017.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
367,1,367,2017.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
368,1,368,2017.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
369,1,369,2017.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
370,1,370,2017.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
371,1,371,2017.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
372,1,372,2017.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
373,1,373,2017.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
374,1,374,2017.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
375,1,375,2017.000000000000000,4.000000000000000,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61.000000000000000,551114.000000000000000,3906176028,39,061,76028,01086232,Symmes,Symmes township,+39.2587690,-084.3036450
376,1,376,2017.000000000000000,4.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
377,1,377,2017.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
378,1,378,2018.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
379,1,379,2017.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
380,1,380,2017.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
381,1,381,2018.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
382,1,382,2017.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
383,1,383,2018.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
384,1,384,2018.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
385,1,385,2018.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
386,1,386,2018.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
387,1,387,2018.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
388,1,388,2018.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
389,1,389,2018.000000000000000,1.000000000000000,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61.000000000000000,551114.000000000000000,3906176028,39,061,76028,01086232,Symmes,Symmes township,+39.2587690,-084.3036450
390,1,390,2018.000000000000000,1.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
391,1,391,2018.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
392,1,392,2018.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
393,1,393,2018.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
394,1,394,2018.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
395,1,395,2018.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
396,1,396,2018.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
397,1,397,2018.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
398,1,398,2018.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
399,1,399,2018.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
400,1,400,2018.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
401,1,401,2018.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
402,1,402,2018.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
403,1,403,2018.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
404,1,404,2018.000000000000000,2.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
405,1,405,2018.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
406,1,406,2018.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
407,1,407,2018.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
408,1,408,2018.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
409,1,409,2018.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
410,1,410,2018.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
411,1,411,2018.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
412,1,412,2018.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
413,1,413,2018.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
414,1,414,2018.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
415,1,415,2018.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
416,1,416,2018.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
417,1,417,2018.000000000000000,3.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
418,1,418,2018.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
419,1,419,2018.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
420,1,420,2018.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
421,1,421,2018.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
422,1,422,2018.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
423,1,423,2018.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
424,1,424,2018.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
425,1,425,2018.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
426,1,426,2018.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
427,1,427,2018.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
428,1,428,2018.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
429,1,429,2018.000000000000000,4.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
430,1,430,2018.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
431,1,431,2019.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
432,1,432,2018.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
433,1,433,2018.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
434,1,434,2018.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
435,1,435,2019.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
436,1,436,2019.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
437,1,437,2019.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
438,1,438,2019.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
439,1,439,2019.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
440,1,440,2019.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
441,1,441,2019.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
442,1,442,2019.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
443,1,443,2019.000000000000000,1.000000000000000,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
444,1,444,2019.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
445,1,445,2019.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
446,1,446,2019.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
447,1,447,2019.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
448,1,448,2019.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
449,1,449,2019.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
450,1,450,2019.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
451,1,451,2019.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
452,1,452,2019.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
453,1,453,2019.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
454,1,454,2019.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
455,1,455,2019.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
456,1,456,2019.000000000000000,2.000000000000000,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
457,1,457,2019.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
458,1,458,2019.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
459,1,459,2019.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
460,1,460,2019.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
461,1,461,2019.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
462,1,462,2019.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
463,1,463,2019.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
464,1,464,2019.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
465,1,465,2019.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
466,1,466,2019.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
467,1,467,2019.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
468,1,468,2019.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
469,1,469,2019.000000000000000,3.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
470,1,470,2019.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
471,1,471,2019.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
472,1,472,2019.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
473,1,473,2019.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
