OID_,Year,Quarter,EIN,Address,City,State,Zip,County,naics,OBJECTID,Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
320,2016,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,320,1,320,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
321,2016,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,321,1,321,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
322,2016,4,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,322,1,322,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
323,2016,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,323,1,323,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
324,2017,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,324,1,324,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
325,2016,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,325,1,325,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
326,2016,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,326,1,326,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
327,2016,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,327,1,327,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
328,2017,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,328,1,328,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
329,2017,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,329,1,329,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
330,2017,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,330,1,330,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
331,2017,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,331,1,331,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
332,2017,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,332,1,332,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
333,2017,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,333,1,333,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
334,2017,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,334,1,334,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
335,2017,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,335,1,335,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
336,2017,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,336,1,336,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
337,2017,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,337,1,337,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
338,2017,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,338,1,338,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
339,2017,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,339,1,339,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
340,2017,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,340,1,340,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
341,2017,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,341,1,341,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
342,2017,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,342,1,342,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
343,2017,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,343,1,343,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
344,2017,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,344,1,344,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
345,2017,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,345,1,345,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
346,2017,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,346,1,346,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
347,2017,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,347,1,347,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
348,2017,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,348,1,348,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
349,2017,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,349,1,349,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
350,2017,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,350,1,350,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
351,2017,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,351,1,351,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
352,2017,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,352,1,352,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
353,2017,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,353,1,353,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
354,2017,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,354,1,354,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
355,2017,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,355,1,355,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
356,2017,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,356,1,356,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
357,2017,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,357,1,357,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
358,2017,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,358,1,358,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
359,2017,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,359,1,359,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
360,2017,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,360,1,360,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
361,2017,3,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114,361,1,361,39,061,76028,01086232,3906176028,Symmes,Symmes township,44,T1,G4040, , , ,A,21176993.000000000000000,1134703.000000000000000,+39.2587690,-084.3036450
362,2017,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,362,1,362,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
363,2017,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,363,1,363,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
364,2017,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,364,1,364,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
365,2017,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,365,1,365,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
366,2017,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,366,1,366,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
367,2017,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,367,1,367,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
368,2017,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,368,1,368,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
369,2017,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,369,1,369,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
370,2017,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,370,1,370,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
371,2017,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,371,1,371,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
372,2017,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,372,1,372,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
373,2017,4,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,373,1,373,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
374,2017,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,374,1,374,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
375,2017,4,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114,375,1,375,39,061,76028,01086232,3906176028,Symmes,Symmes township,44,T1,G4040, , , ,A,21176993.000000000000000,1134703.000000000000000,+39.2587690,-084.3036450
376,2017,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,376,1,376,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
377,2017,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,377,1,377,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
378,2017,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,378,1,378,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
379,2018,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,379,1,379,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
380,2017,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,380,1,380,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
381,2017,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,381,1,381,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
382,2018,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,382,1,382,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
383,2018,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,383,1,383,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
384,2018,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,384,1,384,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
385,2018,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,385,1,385,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
386,2018,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,386,1,386,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
387,2018,1,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,387,1,387,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
388,2018,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,388,1,388,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
389,2018,1,310411980,8500 GOVERNOR'S HILL DRIVE,CINCINNATI,OH,45249,61,551114,389,1,389,39,061,76028,01086232,3906176028,Symmes,Symmes township,44,T1,G4040, , , ,A,21176993.000000000000000,1134703.000000000000000,+39.2587690,-084.3036450
390,2018,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,390,1,390,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
391,2018,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,391,1,391,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
392,2018,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,392,1,392,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
393,2018,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,393,1,393,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
394,2018,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,394,1,394,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
395,2018,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,395,1,395,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
396,2018,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,396,1,396,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
397,2018,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,397,1,397,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
398,2018,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,398,1,398,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
399,2018,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,399,1,399,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
400,2018,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,400,1,400,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
401,2018,2,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,401,1,401,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
402,2018,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,402,1,402,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
403,2018,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,403,1,403,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
404,2018,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,404,1,404,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
405,2018,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,405,1,405,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
406,2018,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,406,1,406,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
407,2018,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,407,1,407,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
408,2018,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,408,1,408,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
409,2018,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,409,1,409,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
410,2018,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,410,1,410,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
411,2018,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,411,1,411,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
412,2018,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,412,1,412,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
413,2018,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,413,1,413,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
414,2018,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,414,1,414,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
415,2018,3,310411980,11510 REED HARTMAN HWY,CINCINNATI,OH,45241,61,551114,415,1,415,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
416,2018,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,416,1,416,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
417,2018,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,417,1,417,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
418,2018,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,418,1,418,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
419,2018,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,419,1,419,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
420,2018,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,420,1,420,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
421,2018,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,421,1,421,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
422,2018,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,422,1,422,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
423,2018,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,423,1,423,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
424,2018,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,424,1,424,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
425,2018,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,425,1,425,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
426,2018,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,426,1,426,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
